attendance,away_team,game_type,home_team,venue,day_of_week,sky,total_runs,game_hours_dec,season,home_team_outcome
38255,Los Angeles Dodgers,Night Game,Arizona Diamondbacks,Chase Field,Saturday,In Dome,8,3.2,regular,Loss
39195,Toronto Blue Jays,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Saturday,Sunny,7,3.133333333,regular,Win
30486,Oakland Athletics,Night Game,Texas Rangers,Globe Life Park in Arlington,Friday,Unknown,13,3.033333333,regular,Win
41278,St. Louis Cardinals,Night Game,San Francisco Giants,AT&T Park,Friday,Sunny,10,2.95,regular,Win
28211,Los Angeles Dodgers,Night Game,Arizona Diamondbacks,Chase Field,Friday,Sunny,5,3.533333333,regular,Loss
42159,Toronto Blue Jays,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Friday,Sunny,5,3.25,regular,Loss
41210,St. Louis Cardinals,Night Game,San Francisco Giants,AT&T Park,Thursday,Sunny,8,2.55,regular,Win
15247,Pittsburgh Pirates,Night Game,Philadelphia Phillies,Citizens Bank Park,Thursday,Cloudy,17,2.9,regular,Loss
32176,Oakland Athletics,Night Game,Kansas City Royals,Kauffman Stadium,Thursday,Sunny,19,3.316666667,regular,Loss
26932,Minnesota Twins,Day Game,Detroit Tigers,Comerica Park,Thursday,Cloudy,6,3.066666667,regular,Loss
41362,Milwaukee Brewers,Night Game,Chicago Cubs,Wrigley Field,Thursday,Sunny,9,3.166666667,regular,Loss
14190,Cleveland Indians,Day Game,Chicago White Sox,U.S. Cellular Field,Thursday,Cloudy,3,3.2,regular,Win
37767,New York Yankees,Night Game,Boston Red Sox,Fenway Park,Thursday,Sunny,12,3.866666667,regular,Win
19233,Tampa Bay Rays,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Thursday,Cloudy,13,3.45,regular,Loss
27126,Los Angeles Dodgers,Night Game,Arizona Diamondbacks,Chase Field,Thursday,Sunny,10,2.65,regular,Win
37559,Toronto Blue Jays,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Thursday,Sunny,9,3.25,regular,Loss
29669,New York Mets,Day Game,Washington Nationals,Nationals Park,Wednesday,Sunny,1,2.5,regular,Win
41001,Tampa Bay Rays,Day Game,Toronto Blue Jays,Rogers Centre,Wednesday,Unknown,9,2.966666667,regular,Loss
44701,Chicago Cubs,Day Game,St. Louis Cardinals,Busch Stadium III,Wednesday,Sunny,7,2.616666667,regular,Loss
41183,San Diego Padres,Day Game,San Francisco Giants,AT&T Park,Wednesday,Sunny,4,2.85,regular,Loss
16112,Pittsburgh Pirates,Night Game,Philadelphia Phillies,Citizens Bank Park,Wednesday,Unknown,8,2.95,regular,Win
30254,Los Angeles Dodgers,Day Game,New York Yankees,Yankee Stadium III,Wednesday,Cloudy,2,2.95,regular,Loss
30006,Oakland Athletics,Night Game,Kansas City Royals,Kauffman Stadium,Wednesday,Cloudy,8,2.933333333,regular,Loss
25041,Texas Rangers,Night Game,Houston Astros,Minute Maid Park,Wednesday,In Dome,12,3.133333333,regular,Win
27953,Minnesota Twins,Night Game,Detroit Tigers,Comerica Park,Wednesday,Unknown,15,2.9,regular,Win
14368,Milwaukee Brewers,Night Game,Cincinnati Reds,Great American Ball Park,Wednesday,Unknown,7,3.016666667,regular,Loss
15808,Cleveland Indians,Night Game,Chicago White Sox,U.S. Cellular Field,Wednesday,Unknown,7,2.8,regular,Loss
37973,Baltimore Orioles,Night Game,Boston Red Sox,Fenway Park,Wednesday,Unknown,1,2.583333333,regular,Loss
21498,Miami Marlins,Night Game,Atlanta Braves,Turner Field,Wednesday,Sunny,12,3.066666667,regular,Loss
19801,Colorado Rockies,Night Game,Arizona Diamondbacks,Chase Field,Wednesday,Sunny,17,3.816666667,regular,Win
33501,Seattle Mariners,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Wednesday,Sunny,3,3.016666667,regular,Loss
25796,New York Mets,Night Game,Washington Nationals,Nationals Park,Tuesday,Sunny,7,3.366666667,regular,Loss
38338,Tampa Bay Rays,Night Game,Toronto Blue Jays,Rogers Centre,Tuesday,Cloudy,8,3.166666667,regular,Loss
44060,Chicago Cubs,Night Game,St. Louis Cardinals,Busch Stadium III,Tuesday,Cloudy,6,2.85,regular,Win
41231,San Diego Padres,Night Game,San Francisco Giants,AT&T Park,Tuesday,Sunny,10,3.45,regular,Loss
16190,Pittsburgh Pirates,Night Game,Philadelphia Phillies,Citizens Bank Park,Tuesday,Sunny,8,3.2,regular,Loss
32615,Los Angeles Dodgers,Night Game,New York Yankees,Yankee Stadium III,Tuesday,Sunny,3,3.033333333,regular,Win
29523,Oakland Athletics,Night Game,Kansas City Royals,Kauffman Stadium,Tuesday,Cloudy,9,2.933333333,regular,Loss
22133,Texas Rangers,Night Game,Houston Astros,Minute Maid Park,Tuesday,In Dome,5,2.383333333,regular,Loss
26393,Minnesota Twins,Night Game,Detroit Tigers,Comerica Park,Tuesday,Sunny,9,2.8,regular,Loss
12926,Milwaukee Brewers,Night Game,Cincinnati Reds,Great American Ball Park,Tuesday,Sunny,10,2.583333333,regular,Win
15588,Cleveland Indians,Night Game,Chicago White Sox,U.S. Cellular Field,Tuesday,Unknown,9,2.616666667,regular,Win
38041,Baltimore Orioles,Night Game,Boston Red Sox,Fenway Park,Tuesday,Sunny,9,3.483333333,regular,Loss
20125,Miami Marlins,Night Game,Atlanta Braves,Turner Field,Tuesday,Cloudy,12,3.4,regular,Loss
20897,Colorado Rockies,Night Game,Arizona Diamondbacks,Chase Field,Tuesday,Cloudy,15,3.466666667,regular,Win
32139,Seattle Mariners,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Tuesday,Sunny,8,2.616666667,regular,Loss
22832,New York Mets,Night Game,Washington Nationals,Nationals Park,Monday,Sunny,9,3.133333333,regular,Win
35333,Tampa Bay Rays,Night Game,Toronto Blue Jays,Rogers Centre,Monday,Sunny,5,2.216666667,regular,Win
43397,Chicago Cubs,Night Game,St. Louis Cardinals,Busch Stadium III,Monday,Cloudy,5,2.283333333,regular,Loss
41233,San Diego Padres,Night Game,San Francisco Giants,AT&T Park,Monday,Overcast,4,2.9,regular,Loss
15514,Pittsburgh Pirates,Night Game,Philadelphia Phillies,Citizens Bank Park,Monday,Sunny,8,3.3,regular,Win
32058,Los Angeles Dodgers,Night Game,New York Yankees,Yankee Stadium III,Monday,Sunny,10,3.216666667,regular,Loss
31061,Oakland Athletics,Night Game,Kansas City Royals,Kauffman Stadium,Monday,Cloudy,19,3.383333333,regular,Loss
22147,Texas Rangers,Night Game,Houston Astros,Minute Maid Park,Monday,In Dome,7,3.8,regular,Loss
28093,Minnesota Twins,Night Game,Detroit Tigers,Comerica Park,Monday,Sunny,6,3.066666667,regular,Win
14671,Milwaukee Brewers,Night Game,Cincinnati Reds,Great American Ball Park,Monday,Sunny,3,2.533333333,regular,Win
12588,Cleveland Indians,Night Game,Chicago White Sox,U.S. Cellular Field,Monday,Sunny,15,3.5,regular,Win
37551,Baltimore Orioles,Night Game,Boston Red Sox,Fenway Park,Monday,Sunny,14,2.666666667,regular,Win
18271,Miami Marlins,Night Game,Atlanta Braves,Turner Field,Monday,Unknown,19,3.583333333,regular,Win
20637,Colorado Rockies,Night Game,Arizona Diamondbacks,Chase Field,Monday,Sunny,21,3.7,regular,Win
31805,Philadelphia Phillies,Day Game,Washington Nationals,Nationals Park,Sunday,Cloudy,5,2.816666667,regular,Win
47816,Boston Red Sox,Day Game,Toronto Blue Jays,Rogers Centre,Sunday,Sunny,19,3.766666667,regular,Loss
44703,Milwaukee Brewers,Day Game,St. Louis Cardinals,Busch Stadium III,Sunday,Sunny,3,2.55,regular,Loss
25133,Colorado Rockies,Day Game,San Diego Padres,Petco Park,Sunday,Sunny,5,3.05,regular,Loss
26744,Cincinnati Reds,Day Game,Pittsburgh Pirates,PNC Park,Sunday,Overcast,8,2.933333333,regular,Loss
13610,Seattle Mariners,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Sunday,Cloudy,5,2.866666667,regular,Loss
33087,Tampa Bay Rays,Day Game,New York Yankees,Yankee Stadium III,Sunday,Cloudy,6,2.966666667,regular,Loss
20301,Cleveland Indians,Day Game,Minnesota Twins,Target Field,Sunday,Sunny,8,3.216666667,regular,Loss
20188,Los Angeles Dodgers,Day Game,Miami Marlins,Marlins Park,Sunday,In Dome,3,2.433333333,regular,Win
31939,Chicago Cubs,Night Game,Houston Astros,Minute Maid Park,Sunday,In Dome,14,3.116666667,regular,Loss
33069,Baltimore Orioles,Day Game,Detroit Tigers,Comerica Park,Sunday,Sunny,4,3.383333333,regular,Loss
20107,Kansas City Royals,Day Game,Chicago White Sox,U.S. Cellular Field,Sunday,Cloudy,2,2.983333333,regular,Loss
32829,New York Mets,Day Game,Atlanta Braves,Turner Field,Sunday,Cloudy,13,2.933333333,regular,Loss
26008,San Francisco Giants,Day Game,Arizona Diamondbacks,Chase Field,Sunday,In Dome,8,3.316666667,regular,Loss
35052,Texas Rangers,Day Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Sunday,Sunny,5,2.516666667,regular,Win
36152,Philadelphia Phillies,Night Game,Washington Nationals,Nationals Park,Saturday,Cloudy,3,3.083333333,regular,Win
47829,Boston Red Sox,Day Game,Toronto Blue Jays,Rogers Centre,Saturday,Overcast,5,3.05,regular,Win
45440,Milwaukee Brewers,Night Game,St. Louis Cardinals,Busch Stadium III,Saturday,Cloudy,6,2.65,regular,Win
23719,Colorado Rockies,Night Game,San Diego Padres,Petco Park,Saturday,Sunny,9,2.616666667,regular,Win
25918,Cincinnati Reds,Night Game,Pittsburgh Pirates,PNC Park,Saturday,Cloudy,15,3.6,regular,Loss
18438,Seattle Mariners,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Saturday,Sunny,17,3.05,regular,Loss
33460,Tampa Bay Rays,Day Game,New York Yankees,Yankee Stadium III,Saturday,Cloudy,6,2.566666667,regular,Win
23584,Cleveland Indians,Night Game,Minnesota Twins,Target Field,Saturday,Cloudy,3,3.633333333,regular,Win
20933,Los Angeles Dodgers,Night Game,Miami Marlins,Marlins Park,Saturday,In Dome,5,2.866666667,regular,Loss
41854,Chicago Cubs,Day Game,Houston Astros,Minute Maid Park,Saturday,In Dome,3,2.9,regular,Win
36634,Baltimore Orioles,Night Game,Detroit Tigers,Comerica Park,Saturday,Overcast,14,3.083333333,regular,Loss
20148,Kansas City Royals,Night Game,Chicago White Sox,U.S. Cellular Field,Saturday,Cloudy,11,3.55,regular,Loss
33841,Chicago Cubs,Night Game,Houston Astros,Minute Maid Park,Friday,In Dome,2,2.566666667,regular,Loss
32140,Baltimore Orioles,Night Game,Detroit Tigers,Comerica Park,Friday,Cloudy,7,2.9,regular,Win
20653,Kansas City Royals,Night Game,Chicago White Sox,U.S. Cellular Field,Friday,Overcast,9,3.183333333,regular,Win
28225,New York Mets,Night Game,Atlanta Braves,Turner Field,Friday,Sunny,10,3.283333333,regular,Loss
26492,San Francisco Giants,Night Game,Arizona Diamondbacks,Chase Field,Friday,Sunny,13,5.383333333,regular,Loss
42139,Texas Rangers,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Friday,Sunny,3,3.366666667,regular,Loss
25412,Philadelphia Phillies,Night Game,Washington Nationals,Nationals Park,Thursday,Sunny,5,2.8,regular,Loss
40416,Milwaukee Brewers,Night Game,St. Louis Cardinals,Busch Stadium III,Thursday,Overcast,17,3.25,regular,Loss
17493,Texas Rangers,Night Game,Seattle Mariners,Safeco Field,Thursday,Unknown,9,3.366666667,regular,Win
26053,Colorado Rockies,Night Game,San Diego Padres,Petco Park,Thursday,Sunny,15,3.433333333,regular,Win
22288,Cincinnati Reds,Night Game,Pittsburgh Pirates,PNC Park,Thursday,Cloudy,5,2.466666667,regular,Win
27631,Tampa Bay Rays,Night Game,New York Yankees,Yankee Stadium III,Thursday,Cloudy,9,3.35,regular,Win
15275,Houston Astros,Day Game,Cleveland Indians,Progressive Field,Thursday,Sunny,17,3.233333333,regular,Win
19894,Atlanta Braves,Night Game,Washington Nationals,Nationals Park,Wednesday,Unknown,9,4.65,regular,Win
10537,Baltimore Orioles,Day Game,Tampa Bay Rays,Tropicana Field,Wednesday,In Dome,13,3.416666667,regular,Win
15434,Texas Rangers,Night Game,Seattle Mariners,Safeco Field,Wednesday,Unknown,11,2.5,regular,Win
31662,Boston Red Sox,Night Game,San Diego Padres,Petco Park,Wednesday,Cloudy,9,3.016666667,regular,Loss
21523,St. Louis Cardinals,Night Game,Pittsburgh Pirates,PNC Park,Wednesday,Sunny,7,3.016666667,regular,Win
11866,Los Angeles Angels of Anaheim,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Wednesday,Sunny,5,3.183333333,regular,Win
30501,Toronto Blue Jays,Night Game,New York Yankees,Yankee Stadium III,Wednesday,Cloudy,2,2.8,regular,Win
17972,Kansas City Royals,Night Game,Minnesota Twins,Target Field,Wednesday,Cloudy,11,3.133333333,regular,Win
23832,Chicago Cubs,Night Game,Milwaukee Brewers,Miller Park,Wednesday,In Dome,3,2.9,regular,Win
16592,Philadelphia Phillies,Night Game,Miami Marlins,Marlins Park,Wednesday,In Dome,6,2.866666667,regular,Win
44352,Arizona Diamondbacks,Night Game,Los Angeles Dodgers,Dodger Stadium,Wednesday,Sunny,4,3.083333333,regular,Win
23961,San Francisco Giants,Night Game,Colorado Rockies,Coors Field,Wednesday,Cloudy,11,3.266666667,regular,Win
12063,Houston Astros,Night Game,Cleveland Indians,Progressive Field,Wednesday,Unknown,11,3.1,regular,Win
13936,New York Mets,Day Game,Cincinnati Reds,Great American Ball Park,Wednesday,Cloudy,9,3.483333333,regular,Loss
13078,Detroit Tigers,Day Game,Chicago White Sox,U.S. Cellular Field,Wednesday,Unknown,11,3.3,regular,Win
17161,Atlanta Braves,Night Game,Washington Nationals,Nationals Park,Tuesday,Sunny,16,3.633333333,regular,Win
12207,Baltimore Orioles,Night Game,Tampa Bay Rays,Tropicana Field,Tuesday,In Dome,13,3.133333333,regular,Loss
14615,Texas Rangers,Night Game,Seattle Mariners,Safeco Field,Tuesday,Cloudy,17,3.733333333,regular,Loss
30644,Boston Red Sox,Night Game,San Diego Padres,Petco Park,Tuesday,Cloudy,6,3.066666667,regular,Loss
20369,St. Louis Cardinals,Night Game,Pittsburgh Pirates,PNC Park,Tuesday,Cloudy,16,3.6,regular,Loss
12298,Los Angeles Angels of Anaheim,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Tuesday,Sunny,5,2.233333333,regular,Win
27532,Toronto Blue Jays,Night Game,New York Yankees,Yankee Stadium III,Tuesday,Unknown,13,3.35,regular,Win
22194,Kansas City Royals,Night Game,Minnesota Twins,Target Field,Tuesday,Unknown,13,3.116666667,regular,Loss
32888,Chicago Cubs,Night Game,Milwaukee Brewers,Miller Park,Tuesday,Unknown,17,2.816666667,regular,Win
16169,Philadelphia Phillies,Night Game,Miami Marlins,Marlins Park,Tuesday,In Dome,7,3,regular,Loss
42457,Arizona Diamondbacks,Night Game,Los Angeles Dodgers,Dodger Stadium,Tuesday,Sunny,7,2.816666667,regular,Win
22437,San Francisco Giants,Night Game,Colorado Rockies,Coors Field,Tuesday,Sunny,5,3.033333333,regular,Loss
11023,Houston Astros,Night Game,Cleveland Indians,Progressive Field,Tuesday,Sunny,7,3.05,regular,Loss
13359,New York Mets,Night Game,Cincinnati Reds,Great American Ball Park,Tuesday,Sunny,8,3.133333333,regular,Loss
15155,Detroit Tigers,Night Game,Chicago White Sox,U.S. Cellular Field,Tuesday,Cloudy,2,2.9,regular,Win
26005,Atlanta Braves,Day Game,Washington Nationals,Nationals Park,Monday,Unknown,10,2.983333333,regular,Win
12256,Baltimore Orioles,Day Game,Tampa Bay Rays,Tropicana Field,Monday,In Dome,10,2.583333333,regular,Loss
23618,Texas Rangers,Day Game,Seattle Mariners,Safeco Field,Monday,Unknown,20,3.533333333,regular,Win
40446,Boston Red Sox,Day Game,San Diego Padres,Petco Park,Monday,Cloudy,3,3.016666667,regular,Win
26297,St. Louis Cardinals,Day Game,Pittsburgh Pirates,PNC Park,Monday,Sunny,18,3.416666667,regular,Loss
18149,Los Angeles Angels of Anaheim,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Monday,Sunny,17,3.733333333,regular,Loss
42141,Toronto Blue Jays,Day Game,New York Yankees,Yankee Stadium III,Monday,Cloudy,8,2.816666667,regular,Win
20992,Kansas City Royals,Day Game,Minnesota Twins,Target Field,Monday,Unknown,16,3.4,regular,Loss
43662,Chicago Cubs,Day Game,Milwaukee Brewers,Miller Park,Monday,Cloudy,9,2.85,regular,Loss
20849,Philadelphia Phillies,Day Game,Miami Marlins,Marlins Park,Monday,In Dome,8,2.9,regular,Loss
41820,Arizona Diamondbacks,Night Game,Los Angeles Dodgers,Dodger Stadium,Monday,Sunny,12,3.2,regular,Win
26574,San Francisco Giants,Day Game,Colorado Rockies,Coors Field,Monday,Sunny,6,2.4,regular,Win
18169,New York Mets,Day Game,Cincinnati Reds,Great American Ball Park,Monday,Sunny,5,3.083333333,regular,Loss
18653,Detroit Tigers,Day Game,Chicago White Sox,U.S. Cellular Field,Monday,Unknown,8,3.933333333,regular,Loss
46025,Houston Astros,Day Game,Texas Rangers,Globe Life Park in Arlington,Sunday,Cloudy,13,3.366666667,regular,Loss
13884,Toronto Blue Jays,Day Game,Tampa Bay Rays,Tropicana Field,Sunday,In Dome,8,3.3,regular,Loss
24033,Los Angeles Angels of Anaheim,Day Game,Seattle Mariners,Safeco Field,Sunday,Cloudy,6,3,regular,Loss
25318,Milwaukee Brewers,Day Game,Pittsburgh Pirates,PNC Park,Sunday,Sunny,10,3.166666667,regular,Loss
21322,Atlanta Braves,Day Game,Philadelphia Phillies,Citizens Bank Park,Sunday,Sunny,2,3.233333333,regular,Loss
25139,Boston Red Sox,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Sunday,Sunny,1,2.65,regular,Win
30257,Washington Nationals,Night Game,New York Mets,Citi Field,Sunday,Cloudy,6,2.983333333,regular,Win
22595,Chicago White Sox,Day Game,Minnesota Twins,Target Field,Sunday,Unknown,24,4.766666667,regular,Loss
46441,San Diego Padres,Day Game,Los Angeles Dodgers,Dodger Stadium,Sunday,Cloudy,11,3.15,regular,Win
34616,Detroit Tigers,Day Game,Kansas City Royals,Kauffman Stadium,Sunday,Cloudy,11,3.316666667,regular,Loss
31981,Arizona Diamondbacks,Day Game,Colorado Rockies,Coors Field,Sunday,Cloudy,13,3.333333333,regular,Loss
25910,Miami Marlins,Day Game,Cleveland Indians,Progressive Field,Sunday,Sunny,11,3.716666667,regular,Win
26985,St. Louis Cardinals,Day Game,Cincinnati Reds,Great American Ball Park,Sunday,Sunny,7,2.933333333,regular,Loss
41293,San Francisco Giants,Day Game,Chicago Cubs,Wrigley Field,Sunday,Cloudy,5,4.383333333,regular,Win
31161,New York Yankees,Day Game,Baltimore Orioles,Oriole Park at Camden Yard,Sunday,Cloudy,7,3.283333333,regular,Loss
35538,Houston Astros,Day Game,Texas Rangers,Globe Life Park in Arlington,Saturday,Cloudy,16,3.45,regular,Win
14353,Toronto Blue Jays,Night Game,Tampa Bay Rays,Tropicana Field,Saturday,In Dome,12,3.1,regular,Win
20357,Los Angeles Angels of Anaheim,Night Game,Seattle Mariners,Safeco Field,Saturday,Cloudy,13,2.9,regular,Loss
26637,Milwaukee Brewers,Night Game,Pittsburgh Pirates,PNC Park,Saturday,Cloudy,11,3.75,regular,Loss
19453,Atlanta Braves,Night Game,Philadelphia Phillies,Citizens Bank Park,Saturday,Cloudy,10,3.45,regular,Loss
30045,Boston Red Sox,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Saturday,Unknown,13,3,regular,Loss
36118,Washington Nationals,Night Game,New York Mets,Citi Field,Saturday,Cloudy,4,3.216666667,regular,Win
22274,Chicago White Sox,Night Game,Minnesota Twins,Target Field,Saturday,Cloudy,14,3.2,regular,Win
47590,San Diego Padres,Night Game,Los Angeles Dodgers,Dodger Stadium,Saturday,Sunny,6,2.583333333,regular,Win
39757,Detroit Tigers,Night Game,Kansas City Royals,Kauffman Stadium,Saturday,Sunny,7,3.233333333,regular,Win
30280,Arizona Diamondbacks,Night Game,Colorado Rockies,Coors Field,Saturday,Cloudy,13,3.183333333,regular,Loss
27483,Miami Marlins,Night Game,Cleveland Indians,Progressive Field,Saturday,Sunny,11,2.633333333,regular,Win
31118,St. Louis Cardinals,Day Game,Cincinnati Reds,Great American Ball Park,Saturday,Sunny,10,3.166666667,regular,Win
41250,San Francisco Giants,Day Game,Chicago Cubs,Wrigley Field,Saturday,Sunny,5,3.216666667,regular,Loss
30855,New York Yankees,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Saturday,Cloudy,2,3.033333333,regular,Win
35102,Houston Astros,Night Game,Texas Rangers,Globe Life Park in Arlington,Friday,Cloudy,18,3.25,regular,Win
40818,San Francisco Giants,Day Game,Chicago Cubs,Wrigley Field,Friday,Sunny,3,2.616666667,regular,Win
24226,New York Yankees,Night Game,Baltimore Orioles,Oriole Park at Camden Yard,Friday,Unknown,8,2.866666667,regular,Win
29330,Miami Marlins,Night Game,New York Mets,Citi Field,Thursday,Unknown,10,3.416666667,regular,Loss
20329,Chicago White Sox,Night Game,Minnesota Twins,Target Field,Thursday,Cloudy,13,3.216666667,regular,Win
38536,San Francisco Giants,Night Game,Chicago Cubs,Wrigley Field,Thursday,Cloudy,9,2.9,regular,Win
22253,San Diego Padres,Day Game,Atlanta Braves,Turner Field,Thursday,Cloudy,15,2.8,regular,Win
21309,Seattle Mariners,Day Game,Texas Rangers,Globe Life Park in Arlington,Wednesday,Cloudy,15,3.016666667,regular,Win
41447,Arizona Diamondbacks,Day Game,San Francisco Giants,AT&T Park,Wednesday,Cloudy,6,3.55,regular,Win
16503,Washington Nationals,Night Game,Philadelphia Phillies,Citizens Bank Park,Wednesday,Unknown,3,2.833333333,regular,Loss
33471,Miami Marlins,Night Game,New York Mets,Citi Field,Wednesday,Unknown,7,2.766666667,regular,Win
17645,St. Louis Cardinals,Night Game,Milwaukee Brewers,Miller Park,Wednesday,Sunny,4,2.55,regular,Win
22615,New York Yankees,Night Game,Kansas City Royals,Kauffman Stadium,Wednesday,Cloudy,9,4.316666667,regular,Loss
20033,Oakland Athletics,Day Game,Houston Astros,Minute Maid Park,Wednesday,In Dome,7,2.716666667,regular,Win
32465,Chicago White Sox,Day Game,Detroit Tigers,Comerica Park,Wednesday,Unknown,5,2.766666667,regular,Win
22683,Los Angeles Dodgers,Night Game,Colorado Rockies,Coors Field,Wednesday,Sunny,18,3.6,regular,Loss
24790,Los Angeles Dodgers,Day Game,Colorado Rockies,Coors Field,Wednesday,Sunny,7,2.916666667,regular,Win
